news_id,news_text,label,theme,synthetic_misinformation
447,"""6 best essential oils for the flu"" influenza is a contagious respiratory disease that affects the nose throat and lungs. in some cases it can be life threatening. flu viruses are constantly changing which can make them hard to treat. medications can help relieve symptoms and some people also try alternative therapies such as essential oils. however there is no evidence to suggest that essential oils can treat or cure flu symptoms or those of other viruses including coronaviruses. they also will not prevent a virus from be. ",0,0,"""6 best essential oils for the flu"" influenza is a contagious respiratory disease that affects the nose throat and lungs. in some cases it can be life threatening. flu viruses are constantly changing which can make them hard to treat. medications can help relieve symptoms and some people also try alternative therapies such as essential oils. however there is no evidence to suggest that essential oils can treat or cure flu symptoms or those of other viruses including coronaviruses. they also will not prevent a virus from be. "
3196,"""Access denied | www.webmd.com used Cloudflare to restrict access"" this website is using security service to protect itself from online attacks .. ",0,0,"""Access denied | www.webmd.com used Cloudflare to restrict access"" this website is using security service to protect itself from online attacks .. "
3853,"""United Kingdom: Excess cardiovascular deaths during pandemic revealed"" new study reveals number of excess cardiovascular deaths during first peak of pandemic in england and wales. new research looks at number of excess deaths caused by cardiovascular disease in england and wales during first peak of covid-19 pandemic in united kingdom. results suggest significant number of people did not go to hospital despite experiencing acute cardiovascular events such as stroke or heart attack. research which appears in journal. ",0,0,"""United Kingdom: Excess cardiovascular deaths during pandemic revealed"" new study reveals number of excess cardiovascular deaths during first peak of pandemic in england and wales. new research looks at number of excess deaths caused by cardiovascular disease in england and wales during first peak of covid-19 pandemic in united kingdom. results suggest significant number of people did not go to hospital despite experiencing acute cardiovascular events such as stroke or heart attack. research which appears in journal. "
1953,"""Pooling samples could accelerate new coronavirus testing"" virologists from germany have shown that combining samples and only testing individual samples if there is a positive result for the group could massively increase the capacity for coronavirus testing. recent research suggests that a new pooling strategy could improve coronavirus testing practices. all data and statistics are based on publicly available data at the time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for the most re. ",0,0,"""Pooling samples could accelerate new coronavirus testing"" virologists from germany have shown that combining samples and only testing individual samples if there is a positive result for the group could massively increase the capacity for coronavirus testing. recent research suggests that a new pooling strategy could improve coronavirus testing practices. all data and statistics are based on publicly available data at the time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for the most re. "
4359,"""COVID-19–Associated Hospitalizations Among Health Care ..."" during march 1may 31 2020 hcp accounted for approximately 6 of adults hospitalized with covid-19 for whom hcp status was documented in covid net. median age of hospitalized hcp 49 years was substantially lower than that previously reported for hospitalized adults 62 years 3. more than two thirds 67.4 of hcp hospitalized with covid-19 were generally expected to have direct patient contact and over one third 36.3 were in nursing related occupations. similar to proportion o. ",0,0,"""COVID-19–Associated Hospitalizations Among Health Care ..."" during march 1may 31 2020 hcp accounted for approximately 6 of adults hospitalized with covid-19 for whom hcp status was documented in covid net. median age of hospitalized hcp 49 years was substantially lower than that previously reported for hospitalized adults 62 years 3. more than two thirds 67.4 of hcp hospitalized with covid-19 were generally expected to have direct patient contact and over one third 36.3 were in nursing related occupations. similar to proportion o. "
2820,"""Why the Pandemic Is Probably Messing with Your Sense of Time"" stressful moments in our lives can change way we perceive passage of time but there are ways you can help your mind feel like its back on track. getty images periods of stress can distort your perception of time. emotions contribute to how fast and slow time passes. there are ways to take control of time perception during pandemic. all data and statistics are based on publicly available data at time of publication. some information may be out of date. visit our coronaviru. ",0,0,"""Why the Pandemic Is Probably Messing with Your Sense of Time"" stressful moments in our lives can change way we perceive passage of time but there are ways you can help your mind feel like its back on track. getty images periods of stress can distort your perception of time. emotions contribute to how fast and slow time passes. there are ways to take control of time perception during pandemic. all data and statistics are based on publicly available data at time of publication. some information may be out of date. visit our coronaviru. "
1714,"""What If Flu and COVID-19 Overlap? Australia Trying to Avoid That"" australian health authorities are preparing for a possible overlap between covid-19 and their flu season. authorities urged people to get flu vaccinations in late march and pharmacists administered more vaccines in 3 weeks than they did all of last year. officials are debating when and how to reopen schools as campuses are places where the flu and covid-19 can easily spread. all data and statistics are based on publicly available data at the time of publication. some information may be o. ",0,0,"""What If Flu and COVID-19 Overlap? Australia Trying to Avoid That"" australian health authorities are preparing for a possible overlap between covid-19 and their flu season. authorities urged people to get flu vaccinations in late march and pharmacists administered more vaccines in 3 weeks than they did all of last year. officials are debating when and how to reopen schools as campuses are places where the flu and covid-19 can easily spread. all data and statistics are based on publicly available data at the time of publication. some information may be o. "
433,"""COVID-19: Occupational groups that are at high risk"" as the global number of covid-19 cases continues to rise scientists are grappling with numerous questions about the novel coronavirus. many of these questions concern the ways in which the sars cov-2 virus is transmitted how does the virus spread. how long does it survive on surfaces. which disinfectants can kill the virus. since the first documented case of an asymptomatic person infecting others with sars cov-2 the medical community has been aware that people may be contagious befor. ",0,0,"""COVID-19: Occupational groups that are at high risk"" as the global number of covid-19 cases continues to rise scientists are grappling with numerous questions about the novel coronavirus. many of these questions concern the ways in which the sars cov-2 virus is transmitted how does the virus spread. how long does it survive on surfaces. which disinfectants can kill the virus. since the first documented case of an asymptomatic person infecting others with sars cov-2 the medical community has been aware that people may be contagious befor. "
3641,"""Temperature, Light Determine How Long Coronavirus Lives on a Surface"" researchers say novel coronavirus can live up to 28 days on surfaces in cool and dark circumstances. in another study researchers said virus can live up to 9 days on human skin. experts say these studies emphasize need for people to wash their hands and clean surfaces. all data and statistics are based on publicly available data at time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for most recent info. ",0,0,"""Temperature, Light Determine How Long Coronavirus Lives on a Surface"" researchers say novel coronavirus can live up to 28 days on surfaces in cool and dark circumstances. in another study researchers said virus can live up to 9 days on human skin. experts say these studies emphasize need for people to wash their hands and clean surfaces. all data and statistics are based on publicly available data at time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for most recent info. "
2101,"""Access denied | www.webmd.com used Cloudflare to restrict access"" this website is using a security service to protect itself from online attacks .. ",0,0,"""Access denied | www.webmd.com used Cloudflare to restrict access"" this website is using a security service to protect itself from online attacks .. "
